"agegrp"	"occ_code"	"ranking"	"rate_abs"	"n"
6	6123	119	0.0014254777969309	626
7	6123	104	0.0018346406792116	744
9	6123	66	0.00427366859842347	1556
10	6123	87	0.00265929825136791	973
12	6123	57	0.00399527440661583	930
13	6123	30	0.00809840749904171	2324
4	6128	48	0.00389708843666343	1316
5	6128	103	0.00150490898425856	626
6	6128	118	0.0014254777969309	626
7	6128	92	0.00262619935935531	1065
8	6128	108	0.00174753625007846	696
9	6128	67	0.00423521656733225	1542
12	6128	53	0.00457523359467297	1065
4	6131	80	0.00106607282461918	360
7	6131	112	0.0011737754883128	476
8	6131	78	0.00367585211223401	1464
10	6131	51	0.00580235373859617	2123
11	6131	19	0.0123713712038819	3549
13	6131	33	0.00791023451928773	2270
4	7101	82	0.00104534363080714	353
5	7101	109	0.00130056830748223	541
6	7101	126	0.000999656154716715	439
7	7101	130	0.000848274722646223	344
8	7101	97	0.00226225597890905	901
9	7101	93	0.00254607377296822	927
10	7101	108	0.00132828257981994	486
11	7101	29	0.00873211746005187	2505
12	7101	48	0.00502201696917624	1169
13	7101	15	0.0118339896156393	3396
4	7121	21	0.0111730354646893	3773
5	7121	24	0.0128301904935909	5337
6	7121	3	0.0306637124815838	13466
7	7121	3	0.0362958012867144	14719
8	7121	3	0.0416822547234951	16601
9	7121	4	0.0430443022329644	15672
10	7121	1	0.0622161000967515	22764
11	7121	8	0.0284551995314984	8163
12	7121	3	0.055018794973687	12807
13	7121	3	0.0779105829877688	22358
5	7123	123	0.000817362707105286	340
6	7123	122	0.00119093432555089	523
8	7123	115	0.00116753499466449	465
9	7123	135	0.000645444807602516	235
11	7123	114	0.00117473995370758	337
13	7123	63	0.00320242534062794	919
4	7132	66	0.00201369311316955	680
6	7132	105	0.00257770106409868	1132
7	7132	131	0.000786626850360887	319
9	7132	137	0.000549314729874482	200
11	7132	106	0.00143966647145765	413
12	7132	99	0.00149070991300612	347
13	7132	77	0.00207687214691431	596
5	7133	81	0.00306511015164482	1275
6	7133	125	0.00100421039687943	441
7	7133	123	0.000956774977868414	388
8	7133	63	0.00539074759902078	2147
9	7133	62	0.00475157241341427	1730
10	7133	121	0.000948382829624528	347
12	7133	95	0.00164966169047363	384
4	7134	57	0.0034617753666106	1169
5	7134	124	0.000805342667294914	335
6	7134	72	0.00415802309456201	1826
7	7134	75	0.00383203174125648	1554
8	7134	57	0.00609880107965602	2429
9	7134	102	0.00206816995797742	753
